what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335869752643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335869754203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335869757947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335869762798
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1335869768711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335869770754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335869798757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335869859472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335869878488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335869913167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335869915882
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1335869922262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335869922402
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1335869924742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335869931263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335869932012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335869934243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870077061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870080103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870084221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870088215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870173719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870175232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870176293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870215184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870266258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870270938
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1335870279674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870292482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335870407438
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335870459574
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335870459823
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335870459870
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335870460447
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335870460650
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335870461243
